Threshold,Accuracy,Precision,Recall,F1-score
0.5,0.8,0.3333333333333333,0.6666666666666666,0.4444444444444444
0.4,0.76,0.2857142857142857,0.6666666666666666,0.4
0.3,0.72,0.25,0.6666666666666666,0.36363636363636365
0.25,0.72,0.25,0.6666666666666666,0.36363636363636365
0.2,0.68,0.2222222222222222,0.6666666666666666,0.3333333333333333
0.15,0.68,0.2222222222222222,0.6666666666666666,0.3333333333333333
