Feature,Importance
HR_min,0.15539952769132911
ICULOS_max,0.11465900025819722
Gender_first,0.10803418315411926
SBP_mean,0.07241945831065079
O2Sat_mean,0.07098337574925734
Temp_mean,0.06649303237621085
Age_first,0.06439242920405171
MAP_mean,0.06089798283584122
HR_max,0.046823679377260806
HR_mean,0.045885528326395246
O2Sat_min,0.042644116512136496
Resp_max,0.04147093815018351
Temp_max,0.03343426529576715
MAP_min,0.028921378968901595
SBP_min,0.026091409708637322
Resp_mean,0.021449694081060428
