Feature,Importance
ICULOS_max,0.1478099904184156
HR_min,0.11262821825393418
Temp_mean,0.07762907797980634
HR_mean,0.07489303692332806
SBP_mean,0.07254422122256637
O2Sat_min,0.0702933070779061
O2Sat_mean,0.06371662897971825
Resp_mean,0.05639843714846184
Age_first,0.053200879834941206
HR_max,0.05293945444765199
Temp_max,0.049144602480881774
MAP_mean,0.045945788951628125
Resp_max,0.04535760994618638
SBP_min,0.0376462065497363
MAP_min,0.031668042947467244
Gender_first,0.008184496837370206
